1 1600,0132991635094
2 197,2610078083272
3 5,902289717749839
4 0,4695855577279898
5 0,4193963794844685
6 0,41979782796350656
7 0,4197951301911886
8 0,4197955541819446
9 0,41979778192124934
10 0,41980229809217884
11 0,4198026164724177
12 0,41980295806516676
13 0,41980284762042924
14 0,4198029653298693
15 0,4198030730067221
16 0,4198032145869516
17 0,41980325183264944
